Kingdom,Phylum,Class,Order,Family,Genus,ScientificName,CommonName,Slug,Description,AltitudeRange,ConservationStatus,LegalStatus,IsSensitive,ThumbnailUrl
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Cavendishia,Cavendishia angustifolia,Uva camarona,cavendishia-angustifolia,"Arbusto epífito o terrestre de flores tubulares llamativas, característico de los bosques altoandinos. Sus frutos son bayas comestibles apreciadas por la fauna local y ocasionalmente por comunidades rurales.",2000-3500 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/22922165/large.jpeg
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Cavendishia,Cavendishia bracteata,Colmillo,cavendishia-bracteata,Arbusto de gran valor ornamental por sus inflorescencias péndulas y brácteas de colores brillantes. Es una especie clave en la regeneración de bosques y soporte de polinizadores.,1500-3000 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/176046864/original.jpeg
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Cavendishia,Cavendishia nitida,Uva de monte,cavendishia-nitida,"Planta epífita con hojas coriáceas y flores tubulares, adaptada a condiciones de alta humedad. Sus frutos son bayas pequeñas que sirven de alimento a diversas aves frugívoras.",2000-3200 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/114372490/original.jpg
Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,Cebus albifrons,Mico cariblanco,cebus-albifrons,"Primate neotropical de tamaño mediano, caracterizado por su inteligencia y comportamiento social complejo. Es un dispersor de semillas fundamental para el mantenimiento de la estructura forestal.",0-2000 msnm,LC,True,False,https://upload.wikimedia.org/wikipedia/commons/5/54/Cebus_albifrons_edit2.jpg
Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,Cebus albifrons versicolor,Mico cariblanco del Magdalena,cebus-albifrons-versicolor,"Subespecie de primate endémica de los valles interandinos, con una coloración distintiva. Se encuentra bajo presión por la pérdida de hábitat y fragmentación de los bosques del Magdalena Medio.",0-1500 msnm,EN,True,True,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Cecropia,Cecropia angustifolia,Yarumo blanco,cecropia-angustifolia,Árbol pionero de rápido crecimiento característico de los bosques andinos. Es una especie clave para la restauración ecológica y la estabilización de suelos en laderas.,1000-2800 msnm,LC,False,False,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Cecropia,Cecropia peltata,Yarumo hembra,cecropia-peltata,"Especie de amplia distribución en zonas bajas y medias, reconocida por sus hojas peltadas. Es fundamental en la sucesión ecológica temprana.",0-1500 msnm,LC,False,False,https://upload.wikimedia.org/wikipedia/commons/c/c4/Yagrumo_1.jpg
Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Cecropia,Cecropia telealba,Yarumo plateado,cecropia-telealba,Especie andina distinguible por el envés de sus hojas intensamente blanco. Es un elemento icónico del paisaje del Eje Cafetero.,1500-2500 msnm,LC,False,False,
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Cedrela,Cedrela odorata,Cedro rosado,cedrela-odorata,"Árbol maderable de alto valor comercial, conocido por su madera aromática y resistente. Es una especie altamente valorada en sistemas agroforestales.",0-2000 msnm,VU,True,False,https://inaturalist-open-data.s3.amazonaws.com/photos/173532613/large.jpg
Animalia,Chordata,Amphibia,Anura,Centrolenidae,Centrolene,Centrolene geckoideum,Rana de cristal,centrolene-geckoideum,Anfibio pequeño caracterizado por su piel ventral transparente que permite ver sus órganos internos. Es un indicador biológico de la calidad del agua en quebradas andinas.,1500-2500 msnm,NT,True,False,https://images.phylopic.org/images/c387bde8-a9de-4101-928b-e99f2a7a33e5/raster/1024x671.png
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Centrolobium,Centrolobium yavizanum,Amarillo,centrolobium-yavizanum,"Árbol maderable de gran porte, conocido por la alta calidad y durabilidad de su madera. Es una especie emblemática de los bosques tropicales, valorada por su resistencia natural a la degradación.",0-1200 msnm,VU,True,False,http://fm-digital-assets.fieldmuseum.org/980/181/FABA_cent_yavi_2065096.jpg
Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Centropogon,Centropogon ferrugineus,Tabaquillo,centropogon-ferrugineus,"Arbusto de flores tubulares llamativas, frecuentemente visitado por colibríes en zonas de alta montaña. Posee una morfología adaptada a la polinización especializada.",2000-3500 msnm,LC,False,False,https://upload.wikimedia.org/wikipedia/commons/2/2e/Centropogon_ferrugineus_3.jpg
Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Centropogon,Centropogon foetidus,Tabaquillo hediondo,centropogon-foetidus,"Planta herbácea o arbustiva con flores tubulares, caracterizada por un olor fuerte al ser manipulada. Común en bordes de bosque y zonas perturbadas de alta montaña.",1800-3000 msnm,LC,False,False,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Centropogon,Centropogon leucophyllus,Tabaquillo blanco,centropogon-leucophyllus,"Arbusto con pubescencia blanquecina en el envés de las hojas, lo que le otorga un aspecto distintivo. Habita en ecosistemas de bosque altoandino.",2200-3200 msnm,LC,False,False,
Animalia,Chordata,Mammalia,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,Zorro cangrejero,cerdocyon-thous,"Cánido de tamaño mediano con hábitos omnívoros, adaptado a una gran variedad de ecosistemas desde sabanas hasta bosques andinos. Es un controlador biológico natural de poblaciones de roedores e insectos.",0-3000 msnm,LC,True,False,
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Ceroxylon,Ceroxylon quindiuense,Palma de cera del Quindío,ceroxylon-quindiuense,"Es la palma más alta del mundo y el árbol nacional de Colombia, caracterizada por su tronco cubierto de cera blanca. Es una especie emblemática de los ecosistemas altoandinos del Eje Cafetero.",2000-3000 msnm,EN,True,True,http://upload.wikimedia.org/wikipedia/commons/d/d5/Ceroxylon_quindiuense_cocora.jpg
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Certhiaxis,Certhiaxis cinnamomeus,Chamicero,certhiaxis-cinnamomeus,Ave pequeña de color canela que habita principalmente en zonas de humedales y vegetación densa cerca de cuerpos de agua. Es conocida por construir nidos grandes y complejos de palitos.,0-2600 msnm,LC,False,False,
Animalia,Chordata,Actinopterygii,Siluriformes,Heptapteridae,Cetopsorhamdia,Cetopsorhamdia nasus,Bagre de torrente,cetopsorhamdia-nasus,"Pez de agua dulce adaptado a corrientes rápidas en ríos de montaña. Presenta un cuerpo alargado y hábitos bentónicos, siendo sensible a la calidad del agua.",500-2000 msnm,NE,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/51727053/original.jpg
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chaetocercus,Chaetocercus mulsant,Colibrí abanico,chaetocercus-mulsant,Un colibrí de tamaño muy pequeño con una cola distintiva en los machos. Habita en bordes de bosque y zonas arbustivas de los Andes.,1500-3000 msnm,LC,False,False,https://upload.wikimedia.org/wikipedia/commons/8/8c/White-bellied_Woodstar_RWD2.jpg
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Chaetogastra,Chaetogastra gracilis,Sietecueros pequeño,chaetogastra-gracilis,"Arbusto de flores vistosas, generalmente púrpuras o rosadas, común en áreas abiertas y bordes de caminos. Pertenece a una familia conocida por su capacidad de colonización en suelos degradados.",1000-2500 msnm,LC,False,False,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Chaetogastra,Chaetogastra grossa,Siete cueros,chaetogastra-grossa,"Arbusto de flores vistosas color violeta o púrpura, característico de los ecosistemas altoandinos. Es una especie pionera que ayuda a la recuperación de suelos degradados en el Eje Cafetero.",2000-3500 msnm,LC,False,False,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Chaetogastra,Chaetogastra mollis,Siete cueros peludo,chaetogastra-mollis,"Arbusto con pubescencia densa en sus hojas y tallos, lo que le confiere una textura suave al tacto. Produce flores grandes de color púrpura que atraen polinizadores como abejas y colibríes.",1800-3000 msnm,LC,False,False,
Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Chaetostoma,Chaetostoma thomsoni,Pez corroncho de Thomson,chaetostoma-thomsoni,"Pez de agua dulce adaptado a corrientes rápidas de ríos andinos, caracterizado por su ventosa bucal. Es un habitante especializado de los lechos rocosos en cuencas de alta montaña.",1000-2500 msnm,DD,True,False,https://inaturalist-open-data.s3.amazonaws.com/photos/111574921/original.jpeg
Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,Chaetura pelagica,Vencejo de chimenea,chaetura-pelagica,"Ave migratoria que pasa gran parte de su vida en vuelo, alimentándose de insectos aéreos. Es conocida por su comportamiento de anidación en estructuras verticales.",0-3000 msnm,VU,True,False,https://inaturalist-open-data.s3.amazonaws.com/photos/883102/original.jpg
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chalcostigma,Chalcostigma herrani,Colibrí pico de cuña,chalcostigma-herrani,"Colibrí de alta montaña con un pico corto y afilado, adaptado para extraer néctar de flores tubulares pequeñas. Habita principalmente en zonas de páramo y subpáramo.",3000-4500 msnm,LC,True,False,
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chalybura,Chalybura buffonii,Colibrí de Buffon,chalybura-buffonii,Ave de tamaño mediano con plumaje predominantemente verde metálico y patas rojizas. Es un polinizador clave en los estratos medios de bosques húmedos y bordes de selva en el Eje Cafetero.,0-1500 msnm,LC,True,False,
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Chamaedorea,Chamaedorea linearis,Palma de ramo,chamaedorea-linearis,"Palma de tallo solitario y hojas pinnadas, característica de los bosques premontanos. Es ampliamente reconocida por su uso cultural en festividades religiosas.",1000-2200 msnm,LC,True,False,
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Chamaedorea,Chamaedorea pinnatifrons,Palma de sombra,chamaedorea-pinnatifrons,Palma de sotobosque con hojas pinnadas largas y elegantes. Es una especie común en el sotobosque de los bosques andinos del Eje Cafetero.,800-2500 msnm,LC,True,False,
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Chamaedorea,Chamaedorea ricardoi,Palma de Ricardo,chamaedorea-ricardoi,"Palma pequeña de sotobosque, menos común que otras especies del género. Se caracteriza por su porte delicado y hojas pinnadas.",1500-2000 msnm,NT,True,False,https://images.phylopic.org/images/ec8521c7-7a16-44dd-b28f-4cabb9aa2fd2/raster/623x1024.png
Animalia,Chordata,Aves,Galliformes,Cracidae,Chamaepetes,Chamaepetes goudotii,Pava caucana,chamaepetes-goudotii,Ave de tamaño mediano con plumaje oscuro y piel facial azulada. Es un dispersor de semillas fundamental en los bosques andinos.,1200-2800 msnm,LC,True,False,
Animalia,Chordata,Aves,Anseriformes,Anhimidae,Chauna,Chauna chavaria,Chajá del norte,chauna-chavaria,"Ave acuática de gran tamaño endémica de las tierras bajas del norte de Colombia. Se caracteriza por su plumaje grisáceo y una cresta distintiva, habitando principalmente humedales y zonas pantanosas.",0-500 msnm,NT,True,False,
Animalia,Chordata,Reptilia,Testudines,Testudinidae,Chelonoidis,Chelonoidis carbonaria,Morrocoy,chelonoidis-carbonaria,Tortuga terrestre de caparazón oscuro con escamas de colores brillantes en las patas y cabeza. Es una especie ampliamente distribuida en las zonas tropicales de Sudamérica.,0-1500 msnm,VU,True,False,https://upload.wikimedia.org/wikipedia/commons/c/c5/K%C3%B6hlerschildkr%C3%B6te_-_Zoo-Aquarium_Berlin_-_2010.jpg
Animalia,Arthropoda,Insecta,Trichoptera,Philopotamidae,Chimarra,Chimarra,Mosca de piedra (larva),chimarra,Género de insectos acuáticos cuyas larvas habitan en arroyos de corriente rápida. Son fundamentales en la cadena trófica de los ecosistemas acuáticos de montaña.,1000-3000 msnm,NE,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/144447373/large.jpeg
Animalia,Chordata,Reptilia,Squamata,Colubridae,Chironius,Chironius carinatus,Culebra corredora,chironius-carinatus,"Serpiente no venenosa, ágil y de hábitos diurnos, común en bosques húmedos y zonas de cultivo. Se alimenta principalmente de anfibios y pequeños roedores.",0-2000 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/23701067/large.jpeg
Animalia,Chordata,Reptilia,Squamata,Colubridae,Chironius,Chironius monticola,Culebra corredora de montaña,chironius-monticola,"Serpiente adaptada a ecosistemas de alta montaña y bosques nublados. Es una especie esbelta y rápida, esencial para el control de poblaciones de anfibios y pequeños vertebrados en zonas altas.",1500-3000 msnm,LC,False,False,
Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Chloroceryle,Chloroceryle americana,Martín pescador chico,chloroceryle-americana,Ave pequeña de plumaje verde metálico que habita cerca de cuerpos de agua. Es un depredador especializado en pequeños peces y crustáceos.,0-2000 msnm,LC,True,False,
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Chlorochrysa,Chlorochrysa nitidissima,Tangara multicolor,chlorochrysa-nitidissima,Ave endémica de Colombia con un plumaje espectacular de colores brillantes. Es una especie emblemática de los bosques nublados de los Andes.,1200-2200 msnm,VU,True,False,https://inaturalist-open-data.s3.amazonaws.com/photos/175967736/large.jpg
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Chlorophanes,Chlorophanes spiza,Mielero verde,chlorophanes-spiza,Ave pequeña de color verde brillante con un pico distintivo. Se alimenta principalmente de néctar y frutos pequeños en el dosel del bosque.,0-2000 msnm,LC,True,False,
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Chlorornis,Chlorornis riefferii,Clorornis de Rieffer,chlorornis-riefferii,Tangara robusta de color verde esmeralda con una mancha característica en la cara. Habita en bosques húmedos de alta montaña.,2000-3500 msnm,LC,True,False,
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Chlorospingus,Chlorospingus flavopectus,Clorospingo pechiamarillo,chlorospingus-flavopectus,"Ave pequeña de bosque nublado, caracterizada por su pecho amarillento y comportamiento inquieto. Es muy común en los estratos medios de la vegetación.",1500-3000 msnm,LC,True,False,
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon melanorhynchus,Esmeralda piquinegra,chlorostilbon-melanorhynchus,"Colibrí de tamaño pequeño con plumaje iridiscente verde metálico. Es una especie endémica de los valles interandinos de Colombia y Ecuador, frecuentando bordes de bosque y zonas arbustivas.",800-2200 msnm,LC,True,False,
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon mellisugus,Esmeralda colicorta,chlorostilbon-mellisugus,"Pequeño colibrí con una distribución amplia en el norte de Sudamérica. Se caracteriza por su cola corta y plumaje verde brillante, siendo común en áreas abiertas y jardines.",0-2000 msnm,LC,True,False,http://upload.wikimedia.org/wikipedia/commons/7/7c/Aruba-Blue-tailed-Emerald-Arikok-NP.JPG
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Chlosyne,Chlosyne lacinia,Mariposa de los girasoles,chlosyne-lacinia,"Mariposa de tamaño mediano con patrones de coloración variables, frecuentemente asociada a plantas de la familia Asteraceae. Sus larvas pueden ser gregarias y alimentarse de especies como el girasol silvestre.",0-2500 msnm,LC,False,False,
Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Choeradodis,Choeradodis rhombicollis,Mantis hoja,choeradodis-rhombicollis,Mantis de gran tamaño con una expansión lateral del pronoto que le confiere una apariencia de hoja seca. Es un depredador especializado en insectos pequeños en el dosel del bosque.,0-1500 msnm,NE,False,False,
Animalia,Chordata,Mammalia,Pilosa,Choloepodidae,Choloepus,Choloepus hoffmanni,Perezoso de dos dedos,choloepus-hoffmanni,"Mamífero arborícola de hábitos nocturnos, caracterizado por su pelaje grueso que alberga algas simbióticas. Habita principalmente en bosques húmedos y zonas con alta cobertura arbórea.",0-2500 msnm,LC,True,False,http://upload.wikimedia.org/wikipedia/commons/7/71/Choloepus_hoffmanni_%28Puerto_Viejo%2C_CR%29_crop.jpg
